08-06-2023 | R$3200.00 | R$3200.00 | R$3411.00 | R$3411.00 |  R$211.00 | 106.59%
08-06-2023 | R$3200.00 | R$2380800.00 | R$3411.00 | R$2537784.00 |  R$156984.00 | 106.59%
08-06-2023 | R$3200.00 | R$2384000.00 | R$3411.00 | R$2541195.00 |  R$157195.00 | 106.59%
08-06-2023 | R$3200.00 | R$2387200.00 | R$3411.00 | R$2544606.00 |  R$157406.00 | 106.59%
08-06-2023 | R$3200.00 | R$2390400.00 | R$3411.00 | R$2548017.00 |  R$157617.00 | 106.59%
08-06-2023 | R$3200.00 | R$2393600.00 | R$3411.00 | R$2551428.00 |  R$157828.00 | 106.59%
08-06-2023 | R$3200.00 | R$2396800.00 | R$3411.00 | R$2554839.00 |  R$158039.00 | 106.59%
08-06-2023 | R$3200.00 | R$2400000.00 | R$3411.00 | R$2558250.00 |  R$158250.00 | 106.59%
08-06-2023 | R$3200.00 | R$2403200.00 | R$3411.00 | R$2561661.00 |  R$158461.00 | 106.59%
08-06-2023 | R$3200.00 | R$2406400.00 | R$3411.00 | R$2565072.00 |  R$158672.00 | 106.59%
08-06-2023 | R$3200.00 | R$2409600.00 | R$3411.00 | R$2568483.00 |  R$158883.00 | 106.59%
08-06-2023 | R$3200.00 | R$2412800.00 | R$3411.00 | R$2571894.00 |  R$159094.00 | 106.59%
08-06-2023 | R$3200.00 | R$2416000.00 | R$3411.00 | R$2575305.00 |  R$159305.00 | 106.59%
08-06-2023 | R$3200.00 | R$2419200.00 | R$3411.00 | R$2578716.00 |  R$159516.00 | 106.59%
08-06-2023 | R$3200.00 | R$2422400.00 | R$3411.00 | R$2582127.00 |  R$159727.00 | 106.59%
08-06-2023 | R$3200.00 | R$2425600.00 | R$3411.00 | R$2585538.00 |  R$159938.00 | 106.59%
08-06-2023 | R$3200.00 | R$2428800.00 | R$3411.00 | R$2588949.00 |  R$160149.00 | 106.59%
08-06-2023 | R$3200.00 | R$2432000.00 | R$3411.00 | R$2592360.00 |  R$160360.00 | 106.59%
08-06-2023 | R$3200.00 | R$2435200.00 | R$3411.00 | R$2595771.00 |  R$160571.00 | 106.59%
08-06-2023 | R$3200.00 | R$2438400.00 | R$3411.00 | R$2599182.00 |  R$160782.00 | 106.59%
08-06-2023 | R$3200.00 | R$2441600.00 | R$3411.00 | R$2602593.00 |  R$160993.00 | 106.59%
08-06-2023 | R$3200.00 | R$2444800.00 | R$3411.00 | R$2606004.00 |  R$161204.00 | 106.59%
08-06-2023 | R$3200.00 | R$2448000.00 | R$3411.00 | R$2609415.00 |  R$161415.00 | 106.59%
08-06-2023 | R$3200.00 | R$2451200.00 | R$3411.00 | R$2612826.00 |  R$161626.00 | 106.59%
08-06-2023 | R$3200.00 | R$2454400.00 | R$3411.00 | R$2616237.00 |  R$161837.00 | 106.59%
08-06-2023 | R$3200.00 | R$2457600.00 | R$3411.00 | R$2619648.00 |  R$162048.00 | 106.59%
08-06-2023 | R$3200.00 | R$2460800.00 | R$3411.00 | R$2623059.00 |  R$162259.00 | 106.59%
08-06-2023 | R$3200.00 | R$2464000.00 | R$3411.00 | R$2626470.00 |  R$162470.00 | 106.59%
08-06-2023 | R$3200.00 | R$2467200.00 | R$3411.00 | R$2629881.00 |  R$162681.00 | 106.59%
08-06-2023 | R$3200.00 | R$2470400.00 | R$3411.00 | R$2633292.00 |  R$162892.00 | 106.59%
08-06-2023 | R$3200.00 | R$2473600.00 | R$3411.00 | R$2636703.00 |  R$163103.00 | 106.59%
08-06-2023 | R$3200.00 | R$2476800.00 | R$3411.00 | R$2640114.00 |  R$163314.00 | 106.59%
08-06-2023 | R$3200.00 | R$2480000.00 | R$3411.00 | R$2643525.00 |  R$163525.00 | 106.59%
08-06-2023 | R$3200.00 | R$2483200.00 | R$3411.00 | R$2646936.00 |  R$163736.00 | 106.59%
08-06-2023 | R$3200.00 | R$2486400.00 | R$3411.00 | R$2650347.00 |  R$163947.00 | 106.59%
08-06-2023 | R$3200.00 | R$2489600.00 | R$3411.00 | R$2653758.00 |  R$164158.00 | 106.59%
08-06-2023 | R$3200.00 | R$2492800.00 | R$3411.00 | R$2657169.00 |  R$164369.00 | 106.59%
08-06-2023 | R$3200.00 | R$2496000.00 | R$3411.00 | R$2660580.00 |  R$164580.00 | 106.59%
08-06-2023 | R$3200.00 | R$2499200.00 | R$3411.00 | R$2663991.00 |  R$164791.00 | 106.59%
08-06-2023 | R$3200.00 | R$2502400.00 | R$3411.00 | R$2667402.00 |  R$165002.00 | 106.59%
08-06-2023 | R$3200.00 | R$2505600.00 | R$3411.00 | R$2670813.00 |  R$165213.00 | 106.59%
08-06-2023 | R$3200.00 | R$2508800.00 | R$3411.00 | R$2674224.00 |  R$165424.00 | 106.59%
08-06-2023 | R$3200.00 | R$2512000.00 | R$3411.00 | R$2677635.00 |  R$165635.00 | 106.59%
08-06-2023 | R$3200.00 | R$2515200.00 | R$3411.00 | R$2681046.00 |  R$165846.00 | 106.59%
08-06-2023 | R$3200.00 | R$2518400.00 | R$3411.00 | R$2684457.00 |  R$166057.00 | 106.59%
08-06-2023 | R$3200.00 | R$2521600.00 | R$3411.00 | R$2687868.00 |  R$166268.00 | 106.59%
08-06-2023 | R$3200.00 | R$2524800.00 | R$3411.00 | R$2691279.00 |  R$166479.00 | 106.59%
08-06-2023 | R$3200.00 | R$2528000.00 | R$3411.00 | R$2694690.00 |  R$166690.00 | 106.59%
08-06-2023 | R$3200.00 | R$2531200.00 | R$3411.00 | R$2698101.00 |  R$166901.00 | 106.59%
08-06-2023 | R$3200.00 | R$2534400.00 | R$3411.00 | R$2701512.00 |  R$167112.00 | 106.59%
08-06-2023 | R$3200.00 | R$2537600.00 | R$3411.00 | R$2704923.00 |  R$167323.00 | 106.59%
08-06-2023 | R$3200.00 | R$2540800.00 | R$3411.00 | R$2708334.00 |  R$167534.00 | 106.59%
08-06-2023 | R$3200.00 | R$2544000.00 | R$3411.00 | R$2711745.00 |  R$167745.00 | 106.59%
08-06-2023 | R$3200.00 | R$2547200.00 | R$3411.00 | R$2715156.00 |  R$167956.00 | 106.59%
08-06-2023 | R$3200.00 | R$2550400.00 | R$3411.00 | R$2718567.00 |  R$168167.00 | 106.59%
08-06-2023 | R$3200.00 | R$2553600.00 | R$3411.00 | R$2721978.00 |  R$168378.00 | 106.59%
08-06-2023 | R$3200.00 | R$2556800.00 | R$3411.00 | R$2725389.00 |  R$168589.00 | 106.59%
08-06-2023 | R$3200.00 | R$2560000.00 | R$3411.00 | R$2728800.00 |  R$168800.00 | 106.59%
08-06-2023 | R$3200.00 | R$2563200.00 | R$3411.00 | R$2732211.00 |  R$169011.00 | 106.59%
08-06-2023 | R$3200.00 | R$2566400.00 | R$3411.00 | R$2735622.00 |  R$169222.00 | 106.59%
08-06-2023 | R$3200.00 | R$2569600.00 | R$3411.00 | R$2739033.00 |  R$169433.00 | 106.59%
08-06-2023 | R$3200.00 | R$2572800.00 | R$3411.00 | R$2742444.00 |  R$169644.00 | 106.59%
08-06-2023 | R$3200.00 | R$2576000.00 | R$3411.00 | R$2745855.00 |  R$169855.00 | 106.59%
08-06-2023 | R$3200.00 | R$2579200.00 | R$3411.00 | R$2749266.00 |  R$170066.00 | 106.59%
08-06-2023 | R$3200.00 | R$2582400.00 | R$3411.00 | R$2752677.00 |  R$170277.00 | 106.59%
08-06-2023 | R$3200.00 | R$2585600.00 | R$3411.00 | R$2756088.00 |  R$170488.00 | 106.59%
08-06-2023 | R$3200.00 | R$2588800.00 | R$3411.00 | R$2759499.00 |  R$170699.00 | 106.59%
08-06-2023 | R$3200.00 | R$2592000.00 | R$3411.00 | R$2762910.00 |  R$170910.00 | 106.59%
08-06-2023 | R$3200.00 | R$2595200.00 | R$3411.00 | R$2766321.00 |  R$171121.00 | 106.59%
08-06-2023 | R$3200.00 | R$2598400.00 | R$3411.00 | R$2769732.00 |  R$171332.00 | 106.59%
08-06-2023 | R$3200.00 | R$2601600.00 | R$3411.00 | R$2773143.00 |  R$171543.00 | 106.59%
08-06-2023 | R$3200.00 | R$2604800.00 | R$3411.00 | R$2776554.00 |  R$171754.00 | 106.59%
08-06-2023 | R$3200.00 | R$2608000.00 | R$3411.00 | R$2779965.00 |  R$171965.00 | 106.59%
08-06-2023 | R$3200.00 | R$2611200.00 | R$3411.00 | R$2783376.00 |  R$172176.00 | 106.59%
08-06-2023 | R$3200.00 | R$2614400.00 | R$3411.00 | R$2786787.00 |  R$172387.00 | 106.59%
08-06-2023 | R$3200.00 | R$2617600.00 | R$3411.00 | R$2790198.00 |  R$172598.00 | 106.59%
08-06-2023 | R$3200.00 | R$2620800.00 | R$3411.00 | R$2793609.00 |  R$172809.00 | 106.59%
08-06-2023 | R$3200.00 | R$2624000.00 | R$3411.00 | R$2797020.00 |  R$173020.00 | 106.59%
08-06-2023 | R$3200.00 | R$2627200.00 | R$3411.00 | R$2800431.00 |  R$173231.00 | 106.59%
08-06-2023 | R$3200.00 | R$2630400.00 | R$3411.00 | R$2803842.00 |  R$173442.00 | 106.59%
08-06-2023 | R$3200.00 | R$2633600.00 | R$3411.00 | R$2807253.00 |  R$173653.00 | 106.59%
08-06-2023 | R$3200.00 | R$2636800.00 | R$3411.00 | R$2810664.00 |  R$173864.00 | 106.59%
08-06-2023 | R$3200.00 | R$2640000.00 | R$3411.00 | R$2814075.00 |  R$174075.00 | 106.59%
08-06-2023 | R$3200.00 | R$2643200.00 | R$3411.00 | R$2817486.00 |  R$174286.00 | 106.59%
08-06-2023 | R$3200.00 | R$2646400.00 | R$3411.00 | R$2820897.00 |  R$174497.00 | 106.59%
08-06-2023 | R$3200.00 | R$2649600.00 | R$3411.00 | R$2824308.00 |  R$174708.00 | 106.59%
08-06-2023 | R$3200.00 | R$2652800.00 | R$3411.00 | R$2827719.00 |  R$174919.00 | 106.59%
08-06-2023 | R$3200.00 | R$2656000.00 | R$3411.00 | R$2831130.00 |  R$175130.00 | 106.59%
08-06-2023 | R$3200.00 | R$2659200.00 | R$3411.00 | R$2834541.00 |  R$175341.00 | 106.59%
08-06-2023 | R$3200.00 | R$2662400.00 | R$3411.00 | R$2837952.00 |  R$175552.00 | 106.59%
08-06-2023 | R$3200.00 | R$2665600.00 | R$3411.00 | R$2841363.00 |  R$175763.00 | 106.59%
08-06-2023 | R$3200.00 | R$2668800.00 | R$3411.00 | R$2844774.00 |  R$175974.00 | 106.59%
08-06-2023 | R$3200.00 | R$2672000.00 | R$3411.00 | R$2848185.00 |  R$176185.00 | 106.59%
08-06-2023 | R$3200.00 | R$2675200.00 | R$3411.00 | R$2851596.00 |  R$176396.00 | 106.59%
08-06-2023 | R$3200.00 | R$2678400.00 | R$3411.00 | R$2855007.00 |  R$176607.00 | 106.59%
08-06-2023 | R$3200.00 | R$2681600.00 | R$3411.00 | R$2858418.00 |  R$176818.00 | 106.59%
08-06-2023 | R$3200.00 | R$2684800.00 | R$3411.00 | R$2861829.00 |  R$177029.00 | 106.59%
08-06-2023 | R$3200.00 | R$2688000.00 | R$3411.00 | R$2865240.00 |  R$177240.00 | 106.59%
08-06-2023 | R$3200.00 | R$2691200.00 | R$3411.00 | R$2868651.00 |  R$177451.00 | 106.59%
08-06-2023 | R$3200.00 | R$2694400.00 | R$3411.00 | R$2872062.00 |  R$177662.00 | 106.59%
08-06-2023 | R$3200.00 | R$2697600.00 | R$3411.00 | R$2875473.00 |  R$177873.00 | 106.59%
08-06-2023 | R$3200.00 | R$2700800.00 | R$3411.00 | R$2878884.00 |  R$178084.00 | 106.59%
08-06-2023 | R$3200.00 | R$2704000.00 | R$3411.00 | R$2882295.00 |  R$178295.00 | 106.59%
08-06-2023 | R$3200.00 | R$2707200.00 | R$3411.00 | R$2885706.00 |  R$178506.00 | 106.59%
08-06-2023 | R$3200.00 | R$2710400.00 | R$3411.00 | R$2889117.00 |  R$178717.00 | 106.59%
08-06-2023 | R$3200.00 | R$2713600.00 | R$3411.00 | R$2892528.00 |  R$178928.00 | 106.59%
08-06-2023 | R$3200.00 | R$2716800.00 | R$3411.00 | R$2895939.00 |  R$179139.00 | 106.59%
08-06-2023 | R$3200.00 | R$2720000.00 | R$3411.00 | R$2899350.00 |  R$179350.00 | 106.59%
08-06-2023 | R$3200.00 | R$2723200.00 | R$3411.00 | R$2902761.00 |  R$179561.00 | 106.59%
08-06-2023 | R$3200.00 | R$2726400.00 | R$3411.00 | R$2906172.00 |  R$179772.00 | 106.59%
08-06-2023 | R$3200.00 | R$2729600.00 | R$3411.00 | R$2909583.00 |  R$179983.00 | 106.59%
08-06-2023 | R$3200.00 | R$2732800.00 | R$3411.00 | R$2912994.00 |  R$180194.00 | 106.59%
08-06-2023 | R$3200.00 | R$2736000.00 | R$3411.00 | R$2916405.00 |  R$180405.00 | 106.59%
08-06-2023 | R$3200.00 | R$2739200.00 | R$3411.00 | R$2919816.00 |  R$180616.00 | 106.59%
08-06-2023 | R$3200.00 | R$2742400.00 | R$3411.00 | R$2923227.00 |  R$180827.00 | 106.59%
08-06-2023 | R$3200.00 | R$2745600.00 | R$3411.00 | R$2926638.00 |  R$181038.00 | 106.59%
08-06-2023 | R$3200.00 | R$2748800.00 | R$3411.00 | R$2930049.00 |  R$181249.00 | 106.59%
08-06-2023 | R$3200.00 | R$2752000.00 | R$3411.00 | R$2933460.00 |  R$181460.00 | 106.59%
08-06-2023 | R$3200.00 | R$2755200.00 | R$3411.00 | R$2936871.00 |  R$181671.00 | 106.59%
08-06-2023 | R$3200.00 | R$2758400.00 | R$3411.00 | R$2940282.00 |  R$181882.00 | 106.59%
08-06-2023 | R$3200.00 | R$2761600.00 | R$3411.00 | R$2943693.00 |  R$182093.00 | 106.59%
08-06-2023 | R$3200.00 | R$2764800.00 | R$3411.00 | R$2947104.00 |  R$182304.00 | 106.59%
08-06-2023 | R$3200.00 | R$2768000.00 | R$3411.00 | R$2950515.00 |  R$182515.00 | 106.59%
08-06-2023 | R$3200.00 | R$2771200.00 | R$3411.00 | R$2953926.00 |  R$182726.00 | 106.59%
08-06-2023 | R$3200.00 | R$2774400.00 | R$3411.00 | R$2957337.00 |  R$182937.00 | 106.59%
08-06-2023 | R$3200.00 | R$2777600.00 | R$3411.00 | R$2960748.00 |  R$183148.00 | 106.59%
08-06-2023 | R$3200.00 | R$2780800.00 | R$3411.00 | R$2964159.00 |  R$183359.00 | 106.59%
08-06-2023 | R$3200.00 | R$2784000.00 | R$3411.00 | R$2967570.00 |  R$183570.00 | 106.59%
08-06-2023 | R$3200.00 | R$2787200.00 | R$3411.00 | R$2970981.00 |  R$183781.00 | 106.59%
08-06-2023 | R$3200.00 | R$2790400.00 | R$3411.00 | R$2974392.00 |  R$183992.00 | 106.59%
08-06-2023 | R$3200.00 | R$2793600.00 | R$3411.00 | R$2977803.00 |  R$184203.00 | 106.59%
08-06-2023 | R$3200.00 | R$2796800.00 | R$3411.00 | R$2981214.00 |  R$184414.00 | 106.59%
08-06-2023 | R$3200.00 | R$2800000.00 | R$3411.00 | R$2984625.00 |  R$184625.00 | 106.59%
08-06-2023 | R$3200.00 | R$2803200.00 | R$3411.00 | R$2988036.00 |  R$184836.00 | 106.59%
08-06-2023 | R$3200.00 | R$2806400.00 | R$3411.00 | R$2991447.00 |  R$185047.00 | 106.59%
08-06-2023 | R$3200.00 | R$2809600.00 | R$3411.00 | R$2994858.00 |  R$185258.00 | 106.59%
08-06-2023 | R$3200.00 | R$2812800.00 | R$3411.00 | R$2998269.00 |  R$185469.00 | 106.59%
08-06-2023 | R$3200.00 | R$2816000.00 | R$3411.00 | R$3001680.00 |  R$185680.00 | 106.59%
08-06-2023 | R$3200.00 | R$2819200.00 | R$3411.00 | R$3005091.00 |  R$185891.00 | 106.59%
08-06-2023 | R$3200.00 | R$2822400.00 | R$3411.00 | R$3008502.00 |  R$186102.00 | 106.59%
08-06-2023 | R$3200.00 | R$2825600.00 | R$3411.00 | R$3011913.00 |  R$186313.00 | 106.59%
08-06-2023 | R$3200.00 | R$2828800.00 | R$3411.00 | R$3015324.00 |  R$186524.00 | 106.59%
08-06-2023 | R$3200.00 | R$2832000.00 | R$3411.00 | R$3018735.00 |  R$186735.00 | 106.59%
08-06-2023 | R$3200.00 | R$2835200.00 | R$3411.00 | R$3022146.00 |  R$186946.00 | 106.59%
08-06-2023 | R$3200.00 | R$2838400.00 | R$3411.00 | R$3025557.00 |  R$187157.00 | 106.59%
08-06-2023 | R$3200.00 | R$2841600.00 | R$3411.00 | R$3028968.00 |  R$187368.00 | 106.59%
08-06-2023 | R$3200.00 | R$2844800.00 | R$3411.00 | R$3032379.00 |  R$187579.00 | 106.59%
08-06-2023 | R$3200.00 | R$2848000.00 | R$3411.00 | R$3035790.00 |  R$187790.00 | 106.59%
08-06-2023 | R$3200.00 | R$2851200.00 | R$3411.00 | R$3039201.00 |  R$188001.00 | 106.59%
08-06-2023 | R$3200.00 | R$2854400.00 | R$3411.00 | R$3042612.00 |  R$188212.00 | 106.59%
08-06-2023 | R$3200.00 | R$2857600.00 | R$3411.00 | R$3046023.00 |  R$188423.00 | 106.59%
08-06-2023 | R$3200.00 | R$2860800.00 | R$3411.00 | R$3049434.00 |  R$188634.00 | 106.59%
08-06-2023 | R$3200.00 | R$2864000.00 | R$3411.00 | R$3052845.00 |  R$188845.00 | 106.59%
08-06-2023 | R$3200.00 | R$2867200.00 | R$3411.00 | R$3056256.00 |  R$189056.00 | 106.59%
08-06-2023 | R$3200.00 | R$2870400.00 | R$3411.00 | R$3059667.00 |  R$189267.00 | 106.59%
08-06-2023 | R$3200.00 | R$2873600.00 | R$3411.00 | R$3063078.00 |  R$189478.00 | 106.59%
08-06-2023 | R$3200.00 | R$2876800.00 | R$3411.00 | R$3066489.00 |  R$189689.00 | 106.59%
08-06-2023 | R$3200.00 | R$2880000.00 | R$3411.00 | R$3069900.00 |  R$189900.00 | 106.59%
08-06-2023 | R$3200.00 | R$2883200.00 | R$3411.00 | R$3073311.00 |  R$190111.00 | 106.59%
08-06-2023 | R$3200.00 | R$2886400.00 | R$3411.00 | R$3076722.00 |  R$190322.00 | 106.59%
08-06-2023 | R$3200.00 | R$2889600.00 | R$3411.00 | R$3080133.00 |  R$190533.00 | 106.59%
08-06-2023 | R$3200.00 | R$2892800.00 | R$3411.00 | R$3083544.00 |  R$190744.00 | 106.59%
08-06-2023 | R$3200.00 | R$2896000.00 | R$3411.00 | R$3086955.00 |  R$190955.00 | 106.59%
08-06-2023 | R$3200.00 | R$2899200.00 | R$3411.00 | R$3090366.00 |  R$191166.00 | 106.59%
08-06-2023 | R$3200.00 | R$2902400.00 | R$3411.00 | R$3093777.00 |  R$191377.00 | 106.59%
08-06-2023 | R$3200.00 | R$2905600.00 | R$3411.00 | R$3097188.00 |  R$191588.00 | 106.59%
08-06-2023 | R$3200.00 | R$2908800.00 | R$3411.00 | R$3100599.00 |  R$191799.00 | 106.59%
08-06-2023 | R$3200.00 | R$2912000.00 | R$3411.00 | R$3104010.00 |  R$192010.00 | 106.59%
08-06-2023 | R$3200.00 | R$2915200.00 | R$3411.00 | R$3107421.00 |  R$192221.00 | 106.59%
08-06-2023 | R$3200.00 | R$2918400.00 | R$3411.00 | R$3110832.00 |  R$192432.00 | 106.59%
08-06-2023 | R$3200.00 | R$2921600.00 | R$3411.00 | R$3114243.00 |  R$192643.00 | 106.59%
08-06-2023 | R$3200.00 | R$2924800.00 | R$3411.00 | R$3117654.00 |  R$192854.00 | 106.59%
08-06-2023 | R$3200.00 | R$2928000.00 | R$3411.00 | R$3121065.00 |  R$193065.00 | 106.59%
08-06-2023 | R$3200.00 | R$2931200.00 | R$3411.00 | R$3124476.00 |  R$193276.00 | 106.59%
08-06-2023 | R$3200.00 | R$2934400.00 | R$3411.00 | R$3127887.00 |  R$193487.00 | 106.59%
08-06-2023 | R$3200.00 | R$2937600.00 | R$3411.00 | R$3131298.00 |  R$193698.00 | 106.59%
08-06-2023 | R$3200.00 | R$2940800.00 | R$3411.00 | R$3134709.00 |  R$193909.00 | 106.59%
08-06-2023 | R$3200.00 | R$2944000.00 | R$3411.00 | R$3138120.00 |  R$194120.00 | 106.59%
08-06-2023 | R$3200.00 | R$2947200.00 | R$3411.00 | R$3141531.00 |  R$194331.00 | 106.59%
08-06-2023 | R$3200.00 | R$2950400.00 | R$3411.00 | R$3144942.00 |  R$194542.00 | 106.59%
08-06-2023 | R$3200.00 | R$2953600.00 | R$3411.00 | R$3148353.00 |  R$194753.00 | 106.59%
08-06-2023 | R$3200.00 | R$2956800.00 | R$3411.00 | R$3151764.00 |  R$194964.00 | 106.59%
08-06-2023 | R$3200.00 | R$2960000.00 | R$3411.00 | R$3155175.00 |  R$195175.00 | 106.59%
08-06-2023 | R$3200.00 | R$2963200.00 | R$3411.00 | R$3158586.00 |  R$195386.00 | 106.59%
08-06-2023 | R$3200.00 | R$2966400.00 | R$3411.00 | R$3161997.00 |  R$195597.00 | 106.59%
08-06-2023 | R$3200.00 | R$2969600.00 | R$3411.00 | R$3165408.00 |  R$195808.00 | 106.59%
08-06-2023 | R$3200.00 | R$2972800.00 | R$3411.00 | R$3168819.00 |  R$196019.00 | 106.59%
08-06-2023 | R$3200.00 | R$2976000.00 | R$3411.00 | R$3172230.00 |  R$196230.00 | 106.59%
08-06-2023 | R$3200.00 | R$2979200.00 | R$3411.00 | R$3175641.00 |  R$196441.00 | 106.59%
08-06-2023 | R$3200.00 | R$2982400.00 | R$3411.00 | R$3179052.00 |  R$196652.00 | 106.59%
08-06-2023 | R$3200.00 | R$2985600.00 | R$3411.00 | R$3182463.00 |  R$196863.00 | 106.59%
08-06-2023 | R$3200.00 | R$2988800.00 | R$3411.00 | R$3185874.00 |  R$197074.00 | 106.59%
08-06-2023 | R$3200.00 | R$2992000.00 | R$3411.00 | R$3189285.00 |  R$197285.00 | 106.59%
08-06-2023 | R$3200.00 | R$2995200.00 | R$3411.00 | R$3192696.00 |  R$197496.00 | 106.59%
08-06-2023 | R$3200.00 | R$2998400.00 | R$3411.00 | R$3196107.00 |  R$197707.00 | 106.59%
08-06-2023 | R$3200.00 | R$3001600.00 | R$3411.00 | R$3199518.00 |  R$197918.00 | 106.59%
08-06-2023 | R$3200.00 | R$3004800.00 | R$3411.00 | R$3202929.00 |  R$198129.00 | 106.59%
08-06-2023 | R$3200.00 | R$3008000.00 | R$3411.00 | R$3206340.00 |  R$198340.00 | 106.59%
08-06-2023 | R$3200.00 | R$3011200.00 | R$3411.00 | R$3209751.00 |  R$198551.00 | 106.59%
08-06-2023 | R$3200.00 | R$3014400.00 | R$3411.00 | R$3213162.00 |  R$198762.00 | 106.59%
08-06-2023 | R$3200.00 | R$3017600.00 | R$3411.00 | R$3216573.00 |  R$198973.00 | 106.59%
08-06-2023 | R$3200.00 | R$3020800.00 | R$3411.00 | R$3219984.00 |  R$199184.00 | 106.59%
08-06-2023 | R$3200.00 | R$3024000.00 | R$3411.00 | R$3223395.00 |  R$199395.00 | 106.59%
08-06-2023 | R$3200.00 | R$3027200.00 | R$3411.00 | R$3226806.00 |  R$199606.00 | 106.59%
08-06-2023 | R$3200.00 | R$3030400.00 | R$3411.00 | R$3230217.00 |  R$199817.00 | 106.59%
08-06-2023 | R$3200.00 | R$3033600.00 | R$3411.00 | R$3233628.00 |  R$200028.00 | 106.59%
08-06-2023 | R$3200.00 | R$3036800.00 | R$3411.00 | R$3237039.00 |  R$200239.00 | 106.59%
08-06-2023 | R$3200.00 | R$3040000.00 | R$3411.00 | R$3240450.00 |  R$200450.00 | 106.59%
08-06-2023 | R$3200.00 | R$3043200.00 | R$3411.00 | R$3243861.00 |  R$200661.00 | 106.59%
08-06-2023 | R$3200.00 | R$3046400.00 | R$3411.00 | R$3247272.00 |  R$200872.00 | 106.59%
08-06-2023 | R$3200.00 | R$3049600.00 | R$3411.00 | R$3250683.00 |  R$201083.00 | 106.59%
08-06-2023 | R$3200.00 | R$3052800.00 | R$3411.00 | R$3254094.00 |  R$201294.00 | 106.59%
08-06-2023 | R$3200.00 | R$3056000.00 | R$3411.00 | R$3257505.00 |  R$201505.00 | 106.59%
08-06-2023 | R$3200.00 | R$3059200.00 | R$3411.00 | R$3260916.00 |  R$201716.00 | 106.59%
08-06-2023 | R$3200.00 | R$3062400.00 | R$3411.00 | R$3264327.00 |  R$201927.00 | 106.59%
08-06-2023 | R$3200.00 | R$3065600.00 | R$3411.00 | R$3267738.00 |  R$202138.00 | 106.59%
08-06-2023 | R$3200.00 | R$3068800.00 | R$3411.00 | R$3271149.00 |  R$202349.00 | 106.59%
08-06-2023 | R$3200.00 | R$3072000.00 | R$3411.00 | R$3274560.00 |  R$202560.00 | 106.59%
08-06-2023 | R$3200.00 | R$3075200.00 | R$3411.00 | R$3277971.00 |  R$202771.00 | 106.59%
08-06-2023 | R$3200.00 | R$3078400.00 | R$3411.00 | R$3281382.00 |  R$202982.00 | 106.59%
08-06-2023 | R$3200.00 | R$3081600.00 | R$3411.00 | R$3284793.00 |  R$203193.00 | 106.59%
08-06-2023 | R$3200.00 | R$3084800.00 | R$3411.00 | R$3288204.00 |  R$203404.00 | 106.59%
08-06-2023 | R$3200.00 | R$3088000.00 | R$3411.00 | R$3291615.00 |  R$203615.00 | 106.59%
08-06-2023 | R$3200.00 | R$3091200.00 | R$3411.00 | R$3295026.00 |  R$203826.00 | 106.59%
08-06-2023 | R$3200.00 | R$3094400.00 | R$3411.00 | R$3298437.00 |  R$204037.00 | 106.59%
08-06-2023 | R$3200.00 | R$3097600.00 | R$3411.00 | R$3301848.00 |  R$204248.00 | 106.59%
08-06-2023 | R$3200.00 | R$3100800.00 | R$3411.00 | R$3305259.00 |  R$204459.00 | 106.59%
08-06-2023 | R$3200.00 | R$3104000.00 | R$3411.00 | R$3308670.00 |  R$204670.00 | 106.59%
08-06-2023 | R$3200.00 | R$3107200.00 | R$3411.00 | R$3312081.00 |  R$204881.00 | 106.59%
08-06-2023 | R$3200.00 | R$3110400.00 | R$3411.00 | R$3315492.00 |  R$205092.00 | 106.59%
08-06-2023 | R$3200.00 | R$3113600.00 | R$3411.00 | R$3318903.00 |  R$205303.00 | 106.59%
08-06-2023 | R$3200.00 | R$3116800.00 | R$3411.00 | R$3322314.00 |  R$205514.00 | 106.59%
08-06-2023 | R$3200.00 | R$3120000.00 | R$3411.00 | R$3325725.00 |  R$205725.00 | 106.59%
08-06-2023 | R$3200.00 | R$3123200.00 | R$3411.00 | R$3329136.00 |  R$205936.00 | 106.59%
08-06-2023 | R$3200.00 | R$3126400.00 | R$3411.00 | R$3332547.00 |  R$206147.00 | 106.59%
08-06-2023 | R$3200.00 | R$3129600.00 | R$3411.00 | R$3335958.00 |  R$206358.00 | 106.59%
08-06-2023 | R$3200.00 | R$3132800.00 | R$3411.00 | R$3339369.00 |  R$206569.00 | 106.59%
08-06-2023 | R$3200.00 | R$3136000.00 | R$3411.00 | R$3342780.00 |  R$206780.00 | 106.59%
08-06-2023 | R$3200.00 | R$3139200.00 | R$3411.00 | R$3346191.00 |  R$206991.00 | 106.59%
08-06-2023 | R$3200.00 | R$3142400.00 | R$3411.00 | R$3349602.00 |  R$207202.00 | 106.59%
08-06-2023 | R$3200.00 | R$3145600.00 | R$3411.00 | R$3353013.00 |  R$207413.00 | 106.59%
08-06-2023 | R$3200.00 | R$3148800.00 | R$3411.00 | R$3356424.00 |  R$207624.00 | 106.59%
08-06-2023 | R$3200.00 | R$3152000.00 | R$3411.00 | R$3359835.00 |  R$207835.00 | 106.59%
08-06-2023 | R$3200.00 | R$3155200.00 | R$3411.00 | R$3363246.00 |  R$208046.00 | 106.59%
08-06-2023 | R$3200.00 | R$3158400.00 | R$3411.00 | R$3366657.00 |  R$208257.00 | 106.59%
